"14éme","14eme"
"destinataires","destinataire"
"destinations","destination"
"destine","destiner"
"destinent","destiner"
"destines","destiner"
"destinez","destiner"
"destiniez","destiner"
"destiné","destiner"
"destinée","destiner"
"destinées","destiner"
"destinés","destiner"
"destructifs","destructif"
"destructions","destruction"
"destructive","destructif"
"dettes","dette"
"deuils","deuil"
"devaient","devoir"
"devais","devoir"
"devait","devoir"
"devant","devoir"
"devants","devoir"
"developpement","développement"
"developpez","développement"
"devenaient","devenir"
"devenais","devenir"
"devenait","devenir"
"devenant","devenir"
"devenez","devenir"
"deveniez","devenir"
"devenions","devenir"
"devenons","devenir"
"devenu","devenir"
"devenue","devenir"
"devenues","devenir"
"devenus","devenir"
"devez","devoir"
"deviendra","devenir"
"deviendrai","devenir"
"deviendraient","devenir"
"deviendrais","devenir"
"deviendrait","devenir"
"deviendras","devenir"
"deviendrez","devenir"
"deviendriez","devenir"
"deviendrions","devenir"
"deviendrons","devenir"
"deviendront","devenir"
"devienne","devenir"
"deviennent","devenir"
"deviennes","devenir"
"deviens","devenir"
"devient","devenir"
"deviez","devoir"
"devinrent","devenir"
"devinsse","devenir"
"devinssent","devenir"
"devinssiez","devenir"
"devint","devenir"
"devions","devoir"
"devoirs","devoir"
"devra","devoir"
"devrai","devoir"
"devraient","devoir"
"devrais","devoir"
"devrait","devoir"
"devras","devoir"
"devrez","devoir"
"devriez","devoir"
"devrions","devoir"
"devrons","devoir"
"devront","devoir"
"devînmes","devenir"
"devînt","devenir"
"diabetes","diabète"
"diabètes","diabète"
"diabétiques","diabétique"
"diagnostics","diagnostic"
"diagnostiqua","diagnostiquer"
"diagnostiquait","diagnostiquer"
"diagnostiquant","diagnostiquer"
"diagnostique","diagnostiquer"
"diagnostiques","diagnostiquer"
"diagnostiquez","diagnostiquer"
"diagnostiquèrent","diagnostiquer"
"diagnostiqué","diagnostiquer"
"diagnostiqués","diagnostiquer"
"diagrammes","diagramme"
"dialectale","dialectal"
"dialectes","dialecte"
"dialoguai","dialoguer"
"dialoguaient","dialoguer"
"dialoguait","dialoguer"
"dialoguant","dialoguer"
"dialogue","dialoguer"
"dialoguent","dialoguer"
"dialoguera","dialoguer"
"dialogues","dialoguer"
"dialoguez","dialoguer"
"dialoguons","dialoguer"
"dialoguât","dialoguer"
"dialogué","dialoguer"
"dialoguée","dialoguer"
"dialoguées","dialoguer"
"diamants","diamant"
"diams","diam"
"diaphragmes","diaphragme"
"diaporamas","diaporama"
"diarrhées","diarrhée"
"diasporas","diaspora"
"dicos","dico"
"dicta","dicter"
"dictai","dicter"
"dictaient","dicter"
"dictais","dicter"
"dictait","dicter"
"dictant","dicter"
"dicte","dicter"
"dictent","dicter"
"dictera","dicter"
"dicterai","dicter"
"dicterez","dicter"
"dictes","dicter"
"dictez","dicter"
"dictiez","dicter"
"dictionnaires","dictionnaire"
"dictât","dicter"
"dictèrent","dicter"
"dicté","dicter"
"dictée","dicter"
"dictées","dicter"
"dictés","dicter"
"didactiques","didactique"
"diesel-électrique","diesel électrique"
"diesel-électriques","diesel électrique"
"diesels","diesel"
"dieux","dieu"
"difficiles","difficile"
"difficultés","difficulté"
"diffusa","diffuser"
"diffusaient","diffuser"
"diffusais","diffuser"
"diffusait","diffuser"
"diffusant","diffuser"
"diffuse","diffuser"
"diffusent","diffuser"
"diffusera","diffuser"
"diffuserai","diffuser"
"diffuseraient","diffuser"
"diffuserais","diffuser"
"diffuserait","diffuser"
"diffuserions","diffuser"
"diffuserons","diffuser"
"diffuseront","diffuser"
"diffuses","diffuser"
"diffuseurs","diffuseur"
"diffusez","diffuser"
"diffusions","diffusion"
"diffusons","diffuser"
"diffusèrent","diffuser"
"diffusé","diffuser"
"diffusée","diffuser"
"diffusées","diffuser"
"diffusés","diffuser"
"diffère","différer"
"diffèrent","différer"
"différa","différer"
"différaient","différer"
"différais","différer"
"différait","différer"
"différant","différer"
"différences","différence"
"différenciaient","différenciation"
"différenciais","différenciation"
"différenciait","différenciation"
"différenciant","différenciation"
"différenciations","différenciation"
"différencie","différenciation"
"différencient","différenciation"
"différencier","différenciation"
"différenciera","différenciation"
"différencierez","différenciation"
"différencieront","différenciation"
"différenciez","différenciation"
"différencié","différenciation"
"différenciée","différenciation"
"différenciées","différenciation"
"différenciés","différenciation"
"différentielle","différentiel"
"différentielles","différentiel"
"différera","différer"
"différerais","différer"
"différerait","différer"
"différeront","différer"
"différez","différer"
"différions","différer"
"différons","différer"
"différât","différer"
"différèrent","différer"
"différé","différer"
"différée","différer"
"différées","différer"
"différés","différer"
"digestifs","digestif"
"digestions","digestion"
"digestive","digestif"
"digestives","digestif"
"digitale","digital"
"digitales","digital"
"digitalisée","digitaliser"
"digitalisées","digitaliser"
"digitaux","digital"
"dignes","digne"
"digues","digue"
"dilata","dilatation"
"dilataient","dilatation"
"dilatait","dilatation"
"dilatant","dilatation"
"dilatations","dilatation"
"dilate","dilatation"
"dilatent","dilatation"
"dilater","dilatation"
"dilatât","dilatation"
"dilatèrent","dilatation"
"dilaté","dilatation"
"dilatée","dilatation"
"dilatées","dilatation"
"dilatés","dilatation"
"diligences","diligence"
"dimensionnelle","dimensionnel"
"dimensionnelles","dimensionnel"
"dimensionnels","dimensionnel"
"dimensions","dimension"
"diminua","diminuer"
"diminuaient","diminuer"
"diminuais","diminuer"
"diminuait","diminuer"
"diminuant","diminuer"
"diminue","diminuer"
"diminuent","diminuer"
"diminuera","diminuer"
"diminuerai","diminuer"
"diminuerais","diminuer"
"diminuerait","diminuer"
"diminueront","diminuer"
"diminuez","diminuer"
"diminuiez","diminuer"
"diminutions","diminution"
"diminuât","diminuer"
"diminuèrent","diminuer"
"diminué","diminuer"
"diminuée","diminuer"
"diminuées","diminuer"
"diminués","diminuer"
"dinars","dinar"
"dinatoire","dînatoire"
"dindes","dinde"
"diner","dîner"
"diners","dîner"
"dioxines","dioxine"
"diplomates","diplomate"
"diplomatiques","diplomatique"
"diplome","diplôme"
"diplomé","diplôme"
"diplomés","diplomes"
"diplôma","diploma"
"diplômation","diplomation"
"diplômé","diplôme"
"diplômée","diplôme"
"directe","direct"
"directes","direct"
"directeurs","directeur"
"directionnelle","directionnel"
"directionnelles","directionnel"
"directionnels","directionnel"
"directions","direction"
"directive","directif"
"directives","directif"
"directrice","directeur"
"directrice-adjointe","directeur adjoindre"
"directrices","directeur"
"directs","direct"
"dirige","diriger"
"dirigea","diriger"
"dirigeables","dirigeable"
"dirigeai","diriger"
"dirigeaient","diriger"
"dirigeais","diriger"
"dirigeait","diriger"
"dirigeant","diriger"
"dirigeante","diriger"
"dirigeantes","diriger"
"dirigeants","diriger"
"dirigent","diriger"
"dirigeons","diriger"
"dirigera","diriger"
"dirigerai","diriger"
"dirigeraient","diriger"
"dirigerais","diriger"
"dirigerait","diriger"
"dirigeras","diriger"
"dirigerez","diriger"
"dirigerons","diriger"
"dirigeront","diriger"
"diriges","diriger"
"dirigez","diriger"
"dirigeâmes","diriger"
"dirigeât","diriger"
"dirigiez","diriger"
"dirigions","diriger"
"dirigèrent","diriger"
"dirigé","diriger"
"dirigée","diriger"
"dirigées","diriger"
"dirigés","diriger"
"dis-positions","disposition"
"discerna","discernement"
"discernai","discernement"
"discernaient","discernement"
"discernais","discernement"
"discernait","discernement"
"discernant","discernement"
"discerne","discernement"
"discernent","discernement"
"discerner","discernement"
"discernerait","discernement"
"discernes","discernement"
"discernions","discernement"
"discernâmes","discernement"
"discernât","discernement"
"discerné","discernement"
"discernées","discernement"
"disciplinaires","disciplinaire"
"disciplines","discipline"
"disciplinée","discipliné"
"discontinue","discontinu"
"discontinues","discontinu"
"discontinus","discontinu"
"discotheque","discothèque"
"discothèques","discothèque"
"discretion","discrétion"
"discrets","discret"
"discriminants","discriminant"
"discriminations","discrimination"
"discrète","discret"
"discrètes","discret"
"discussions","discussion"
"discuta","discuter"
"discutai","discuter"
"discutaient","discuter"
"discutais","discuter"
"discutait","discuter"
"discutant","discuter"
"discute","discuter"
"discutent","discuter"
"discutera","discuter"
"discuterai","discuter"
"discuteraient","discuter"
"discuterais","discuter"
"discuterait","discuter"
"discuterez","discuter"
"discuteriez","discuter"
"discuterions","discuter"
"discuterons","discuter"
"discuteront","discuter"
"discutes","discuter"
"discutez","discuter"
"discutiez","discuter"
"discutions","discuter"
"discutons","discuter"
"discutâmes","discuter"
"discutât","discuter"
"discutèrent","discuter"
"discuté","discuter"
"discutée","discuter"
"discutées","discuter"
"discutés","discuter"
"disjoncteurs","disjoncteur"
"disparais","disparaître"
"disparaissaient","disparaître"
"disparaissais","disparaître"
"disparaissait","disparaître"
"disparaissant","disparaître"
"disparaissante","disparaître"
"disparaisse","disparaître"
"disparaissent","disparaître"
"disparaisses","disparaître"
"disparaissez","disparaître"
"disparaissiez","disparaître"
"disparaissions","disparaître"
"disparaissons","disparaître"
"disparait","disparaître"
"disparaitrait","disparaître"
"disparaitre","disparaître"
"disparates","disparate"
"disparaît","disparaître"
"disparaîtra","disparaître"
"disparaîtrai","disparaître"
"disparaîtraient","disparaître"
"disparaîtrais","disparaître"
"disparaîtrait","disparaître"
"disparaîtras","disparaître"
"disparaîtrez","disparaître"
"disparaîtrions","disparaître"
"disparaîtrons","disparaître"
"disparaîtront","disparaître"
"disparu","disparaître"
"disparue","disparaître"
"disparues","disparaître"
"disparurent","disparaître"
"disparus","disparaître"
"disparut","disparaître"
"disparûmes","disparaître"
"disparût","disparaître"
"dispensa","dispenser"
"dispensaient","dispenser"
"dispensaires","dispensaire"
"dispensais","dispenser"
"dispensait","dispenser"
"dispensant","dispenser"
"dispense","dispenser"
"dispensent","dispenser"
"dispenserait","dispenser"
"dispenseras","dispenser"
"dispenses","dispenser"
"dispensez","dispenser"
"dispensât","dispenser"
"dispensèrent","dispenser"
"dispensé","dispenser"
"dispensée","dispenser"
"dispensées","dispenser"
"dispensés","dispenser"
"dispersa","disperser"
"dispersaient","disperser"
"dispersait","disperser"
"dispersant","disperser"
"disperse","disperser"
"dispersent","disperser"
"dispersera","disperser"
"disperserai","disperser"
"disperseraient","disperser"
"disperserait","disperser"
"disperserons","disperser"
"disperseront","disperser"
"disperses","disperser"
"dispersez","disperser"
"dispersions","dispersion"
"dispersons","disperser"
"dispersât","disperser"
"dispersèrent","disperser"
"dispersé","disperser"
"dispersée","disperser"
"dispersées","disperser"
"dispersés","disperser"
"disponibilités","disponibilité"
"disponibles","disponible"
"disposa","disposer"
"disposai","disposer"
"disposaient","disposer"
"disposais","disposer"
"disposait","disposer"
"disposant","disposer"
"disposas","disposer"
"dispose","disposer"
"disposent","disposer"
"disposera","disposer"
"disposerai","disposer"
"disposeraient","disposer"
"disposerais","disposer"
"disposerait","disposer"
"disposeras","disposer"
"disposerez","disposer"
"disposerons","disposer"
"disposeront","disposer"
"disposes","disposer"
"disposez","disposer"
"disposiez","disposer"
"disposions","disposer"
"dispositifs","dispositif"
"dispositions","disposition"
"disposons","disposer"
"disposâmes","disposer"
"disposât","disposer"
"disposèrent","disposer"
"disposé","disposer"
"disposée","disposer"
"disposées","disposer"
"disposés","disposer"
"disques","disque"
"dissections","dissection"
"dissertations","dissertation"
"dissimula","dissimuler"
"dissimulai","dissimuler"
"dissimulaient","dissimuler"
"dissimulais","dissimuler"
"dissimulait","dissimuler"
"dissimulant","dissimuler"
"dissimule","dissimuler"
"dissimulent","dissimuler"
"dissimulera","dissimuler"
"dissimuleraient","dissimuler"
"dissimulerais","dissimuler"
"dissimulerait","dissimuler"
"dissimulerons","dissimuler"
"dissimules","dissimuler"
"dissimulez","dissimuler"
"dissimuliez","dissimuler"
"dissimulions","dissimuler"
"dissimulons","dissimuler"
"dissimulât","dissimuler"
"dissimulèrent","dissimuler"
"dissimulé","dissimuler"
"dissimulée","dissimuler"
"dissimulées","dissimuler"
"dissimulés","dissimuler"
"dissipa","dissiper"
"dissipaient","dissiper"
"dissipait","dissiper"
"dissipant","dissiper"
"dissipateurs","dissipateur"
"dissipations","dissipation"
"dissipe","dissiper"
"dissipent","dissiper"
"dissipera","dissiper"
"dissiperais","dissiper"
"dissiperait","dissiper"
"dissiperont","dissiper"
"dissipez","dissiper"
"dissipèrent","dissiper"
"dissipé","dissiper"
"dissipée","dissiper"
"dissipées","dissiper"
"dissipés","dissiper"
"dissolvaient","dissoute"
"dissolvait","dissoute"
"dissolvant","dissoute"
"dissolvante","dissoute"
"dissolvantes","dissoute"
"dissolvants","dissoute"
"dissolve","dissoute"
"dissolvent","dissoute"
"dissolves","dissoute"
"dissoudra","dissoute"
"dissoudrai","dissoute"
"dissoudrait","dissoute"
"dissoudre","dissoute"
"dissoudront","dissoute"
"dissous","dissoute"
"dissout","dissoute"
"dissoutes","dissoute"
"dissuada","dissuader"
"dissuadai","dissuader"
"dissuadait","dissuader"
"dissuadant","dissuader"
"dissuade","dissuader"
"dissuadent","dissuader"
"dissuadera","dissuader"
"dissuaderas","dissuader"
"dissuaderez","dissuader"
"dissuaderont","dissuader"
"dissuadez","dissuader"
"dissuadiez","dissuader"
"dissuadèrent","dissuader"
"dissuadé","dissuader"
"dissuadée","dissuader"
"dissuadés","dissuader"
"distante","distant"
"distantes","distant"
"distants","distant"
"distillaient","distiller"
"distillait","distiller"
"distillant","distiller"
"distillateur","distiller"
"distillateurs","distiller"
"distillations","distillation"
"distille","distiller"
"distillent","distiller"
"distillera","distiller"
"distilleries","distillerie"
"distilleront","distiller"
"distillez","distiller"
"distillé","distiller"
"distillée","distiller"
"distillées","distiller"
"distillés","distiller"
"distincte","distinct"
"distinctes","distinct"
"distinctions","distinction"
"distincts","distinct"
"distingua","distinguer"
"distinguai","distinguer"
"distinguaient","distinguer"
"distinguais","distinguer"
"distinguait","distinguer"
"distinguant","distinguer"
"distingue","distinguer"
"distinguent","distinguer"
"distinguera","distinguer"
"distingueraient","distinguer"
"distinguerait","distinguer"
"distinguerez","distinguer"
"distingues","distinguer"
"distinguez","distinguer"
"distinguions","distinguer"
"distinguons","distinguer"
"distinguât","distinguer"
"distinguèrent","distinguer"
"distingué","distinguer"
"distinguée","distinguer"
"distinguées","distinguer"
"distingués","distinguer"
"distractions","distraction"
"distribua","distribuer"
"distribuai","distribuer"
"distribuaient","distribuer"
"distribuais","distribuer"
"distribuait","distribuer"
"distribuant","distribuer"
"distribue","distribuer"
"distribuent","distribuer"
"distribuera","distribuer"
"distribuerai","distribuer"
"distribuerais","distribuer"
"distribuerait","distribuer"
"distribuerez","distribuer"
"distribuerions","distribuer"
"distribuerons","distribuer"
"distribueront","distribuer"
"distribues","distribuer"
"distribuez","distribuer"
"distribuiez","distribuer"
"distribuions","distribuer"
"distribuons","distribuer"
"distributeurs","distributeur"
"distributions","distribution"
"distributrice","distributeur"
"distribuât","distribuer"
"distribuèrent","distribuer"
"distribué","distribuer"
"distribuée","distribuer"
"distribuées","distribuer"
"distribués","distribuer"
"districts","district"
"divergences","divergence"
"divergent","divergents"
"diversifiant","diversifier"
"diversifie","diversifier"
"diversifient","diversifier"
"diversifié","diversifier"
"diversifiée","diversifier"
"diversifiées","diversifier"
"diversifiés","diversifier"
"diversités","diversité"
"diverti","divertir"
"divertie","divertir"
"divertira","divertir"
"divertirait","divertir"
"divertirent","divertir"
"divertirons","divertir"
"divertiront","divertir"
"divertis","divertir"
"divertissaient","divertir"
"divertissais","divertir"
"divertissait","divertir"
"divertissant","divertir"
"divertissante","divertir"
"divertissantes","divertir"
"divertissants","divertir"
"divertissements","divertissement"
"divertissent","divertir"
"divertissez","divertir"
"divertissons","divertir"
"divertit","divertir"
"divisa","diviser"
"divisaient","diviser"
"divisais","diviser"
"divisait","diviser"
"divisant","diviser"
"divise","diviser"
"divisent","diviser"
"divisera","diviser"
"diviserais","diviser"
"diviserait","diviser"
"divises","diviser"
"diviseuse","diviseur"
"divisez","diviser"
"divisionnaires","divisionnaire"
"divisions","division"
"divisons","diviser"
"divisèrent","diviser"
"divisé","diviser"
"divisée","diviser"
"divisées","diviser"
"divisés","diviser"
"divorce","divorcé"
"dizaines","dizaine"
"diésel","diesel"
"diésels","diesel"
"diététicienne","diététicien"
"diététiciens","diététicien"
"diététiques","diététique"
"djaména","djamena"
"djéno","djeno"
"dockers","docker"
"docks","dock"
"docteur-ingénieur","docteur ingénieur"
"docteurs","docteur"
"docteurs-ingénieurs","docteur ingénieur"
"doctorale","doctoral"
"doctorats","doctorat"
"doctoresse","docteur"
"doctrinale","doctrinal"
"doctrinales","doctrinal"
"doctrines","doctrine"
"documenta","documenter"
"documentaires","documentaire"
"documentais","documenter"
"documentait","documenter"
"documentalistes","documentaliste"
"documentant","documenter"
"documentations","documentation"
"documente","documenter"
"documentent","documenter"
"documenterai","documenter"
"documentes","documenter"
"documents","document"
"documenté","documenter"
"documentée","documenter"
"documentés","documenter"
"doigts","doigt"
"dois","devoir"
"doit","devoir"
"doive","devoir"
"doivent","devoir"
"doives","devoir"
"dollars","dollar"
"dom-tom","dom tom"
"domaines","domaine"
"domaniale","domanial"
"domaniaux","domanial"
"domiciles","domicile"
"domina","dominer"
"dominaient","dominer"
"dominais","dominer"
"dominait","dominer"
"dominant","dominer"
"dominante","dominer"
"dominantes","dominer"
"dominants","dominer"
"domine","dominer"
"dominent","dominer"
"dominera","dominer"
"dominerai","dominer"
"domineraient","dominer"
"dominerais","dominer"
"dominerait","dominer"
"domineras","dominer"
"domineriez","dominer"
"dominerions","dominer"
"dominerons","dominer"
"domineront","dominer"
"domines","dominer"
"dominez","dominer"
"dominiez","dominer"
"dominons","dominer"
"dominos","domino"
"dominât","dominer"
"dominèrent","dominer"
"dominé","dominer"
"dominée","dominer"
"dominées","dominer"
"dominés","dominer"
"dommages","dommage"
"dommages-ouvrage","dommage ouvrage"
"dommages-ouvrages","dommage ouvrage"
"donateurs","donateur"
"donations","donation"
"donatrice","donateur"
"donna","donner"
"donnai","donner"
"donnaient","donner"
"donnais","donner"
"donnait","donner"
"donnant","donner"
"donnas","donner"
"donnassent","donner"
"donne","donner"
"donnent","donner"
"donnera","donner"
"donnerai","donner"
"donneraient","donner"
"donnerais","donner"
"donnerait","donner"
"donneras","donner"
"donnerez","donner"
"donneriez","donner"
"donnerions","donner"
"donnerons","donner"
"donneront","donner"
"donnes","donner"
"donneurs","donneur"
"donneuse","donneur"
"donneuses","donneur"
"donnez","donner"
"donniez","donner"
"donnions","donner"
"donnons","donner"
"donnâmes","donner"
"donnât","donner"
"donnèrent","donner"
"donné","donner"
"donnée","donner"
"données","donner"
"donnés","donner"
"dons","don"
"dopais","doper"
"dopait","doper"
"dopant","doper"
"dopants","doper"
"dope","doper"
"dopes","doper"
"dopez","doper"
"dopé","doper"
"dopée","doper"
"dopés","doper"
"dora","dorer"
"doraient","dorer"
"dorais","dorer"
"dorait","dorer"
"dorant","dorer"
"dore","dorer"
"dorent","dorer"
"dorera","dorer"
"doreront","dorer"
"doreurs","doreur"
"dormaient","dormir"
"dormais","dormir"
"dormait","dormir"
"dormant","dormir"
"dormante","dormir"
"dormantes","dormir"
"dormants","dormir"
"dorme","dormir"
"dorment","dormir"
"dormes","dormir"
"dormez","dormir"
"dormi","dormir"
"dormiez","dormir"
"dormions","dormir"
"dormira","dormir"
"dormirai","dormir"
"dormiraient","dormir"
"dormirais","dormir"
"dormirait","dormir"
"dormiras","dormir"
"dormirent","dormir"
"dormirez","dormir"
"dormiriez","dormir"
"dormirions","dormir"
"dormirons","dormir"
"dormiront","dormir"
"dormis","dormir"
"dormit","dormir"
"dormons","dormir"
"dormîmes","dormir"
"dormît","dormir"
"dors","dormir"
"dort","dormir"
"dortoirs","dortoir"
"dorures","dorure"
"doré","dorer"
"dorée","dorer"
"dorées","dorer"
"dorés","dorer"
"dosages","dosage"
"dosaient","dosage"
"dosais","dosage"
"dosait","dosage"
"dosant","dosage"
"dose","dosage"
"dosent","dosage"
"doser","dosage"
"doses","dosage"
"doseur","dosage"
"doseurs","dosage"
"dossiers","dossier"
"dosé","dosage"
"dosée","dosage"
"dosées","dosage"
"dosés","dosage"
"dota","doter"
"dotaient","doter"
"dotait","doter"
"dotant","doter"
"dote","doter"
"dots","dot"
"doté","doter"
"dotée","doter"
"dotées","doter"
"dotés","doter"
"douanes","douane"
"douaniers","douanier"
"douanière","douanier"
"douanières","douanier"
"doubla","doubler"
"doublages","doublage"
"doublai","doubler"
"doublaient","doubler"
"doublais","doubler"
"doublait","doubler"
"doublant","doubler"
"double","doubler"
"double-cursus","doubler cursus"
"double-diplôme","doubler diplôme"
"double-flux","doubler flux"
"doublent","doubler"
"doublera","doubler"
"doublerai","doubler"
"doubleraient","doubler"
"doublerait","doubler"
"doublerez","doubler"
"doublerons","doubler"
"doubles","doubler"
"doublets","doublet"
"doubleuse","doubleur"
"doubleuses","doubleur"
"doublez","doubler"
"doubliez","doubler"
"doublions","doubler"
"doublons","doublon"
"doublât","doubler"
"doublèrent","doubler"
"doublé","doubler"
"doublée","doubler"
"doublées","doubler"
"doublés","doubler"
"douce","doux"
"douces","doux"
"douceurs","douceur"
"doucha","doucher"
"douchais","doucher"
"douchait","doucher"
"douchant","doucher"
"douche","doucher"
"douchent","doucher"
"douchera","doucher"
"doucherai","doucher"
"doucheras","doucher"
"douches","doucher"
"douchez","doucher"
"douchiez","doucher"
"douchons","doucher"
"douché","doucher"
"douchée","doucher"
"douchés","doucher"
"douleurs","douleur"
"douta","douter"
"doutai","douter"
"doutaient","douter"
"doutais","douter"
"doutait","douter"
"doutant","douter"
"doute","douter"
"doutent","douter"
"doutera","douter"
"douterai","douter"
"douterais","douter"
"douterait","douter"
"douteras","douter"
"douterez","douter"
"douteriez","douter"
"douteront","douter"
"doutes","douter"
"douteuse","douteux"
"douteuses","douteux"
"doutez","douter"
"doutiez","douter"
"doutions","douter"
"doutons","douter"
"doutât","douter"
"doutèrent","douter"
"douté","douter"
"doutée","douter"
"doutés","douter"
"doyenne","doyen"
"doyens","doyen"
"dragonne","dragon"
"dragons","dragon"
"dragua","dragage"
"draguaient","dragage"
"draguais","dragage"
"draguait","dragage"
"draguant","dragage"
"drague","dragage"
"draguent","dragage"
"draguer","dragage"
"draguera","dragage"
"draguerai","dragage"
"draguerais","dragage"
"draguerait","dragage"
"dragues","dragage"
"draguez","dragage"
"draguiez","dragage"
"draguons","dragage"
"dragué","dragage"
"draguée","dragage"
"draguées","dragage"
"dragués","dragage"
"draina","drainage"
"drainages","drainage"
"drainaient","drainage"
"drainait","drainage"
"drainant","drainage"
"draine","drainage"
"drainent","drainage"
"drainer","drainage"
"drainera","drainage"
"drainons","drainage"
"drains","drain"
"drainé","drainage"
"drainées","drainage"
"drainés","drainage"
"dramatiques","dramatique"
"drames","drame"
"drapeaux","drapeau"
"draps","drap"
"drastiques","drastique"
"dressa","dresser"
"dressages","dressage"
"dressai","dresser"
"dressaient","dresser"
"dressais","dresser"
"dressait","dresser"
"dressant","dresser"
"dresse","dresser"
"dressent","dresser"
"dressera","dresser"
"dresserai","dresser"
"dresseraient","dresser"
"dresserait","dresser"
"dresseras","dresser"
"dresserons","dresser"
"dresseront","dresser"
"dresses","dresser"
"dresseurs","dresseur"
"dresseuse","dresseur"
"dressez","dresser"
"dressions","dresser"
"dressons","dresser"
"dressât","dresser"
"dressèrent","dresser"
"dressé","dresser"
"dressée","dresser"
"dressées","dresser"
"dressés","dresser"
"drinks","drink"
"drivait","driver"
"drivant","driver"
"drivers","driver"
"drives","drive"
"drivé","driver"
"drivée","driver"
"droit-gestion","droit gestion"
"droite","droit"
"droites","droit"
"droits","droit"
"drones","drone"
"drugstores","drugstore"
"dry-dock","dry dock"
"dréal","dreal"
"drôles","drôle"
"duchesse","duc"
"duchesses","duc"
"ducs","duc"
"due","devoir"
"dues","devoir"
"dunes","dune"
"duos","duo"
"dupliqué","dupliquer"
"dupliqués","dupliquer"
"dura","durer"
"durables","durable"
"duraient","durer"
"durait","durer"
"durant","durer"
"durassent","durer"
"durci","durcir"
"durcie","durcir"
"durcies","durcir"
"durciraient","durcir"
"durcirent","durcir"
"durcis","durcir"
"durcissaient","durcir"
"durcissais","durcir"
"durcissait","durcir"
"durcissant","durcir"
"durcisse","durcir"
"durcissent","durcir"
"durcit","durcir"
"dure","durer"
"durent","durer"
"durera","durer"
"durerai","durer"
"dureraient","durer"
"durerais","durer"
"durerait","durer"
"dureras","durer"
"durerez","durer"
"dureront","durer"
"dures","durer"
"duretés","dureté"
"durites","durite"
"durs","dur"
"durât","durer"
"durèrent","durer"
"duré","durer"
"durée","durer"
"durées","durer"
"dus","devoir"
"dusse","devoir"
"dussent","devoir"
"dusses","devoir"
"dussiez","devoir"
"dussions","devoir"
"dut","devoir"
"dynamiques","dynamique"
"dynamisera","dynamiser"
"dynamiserait","dynamiser"
"dynamisez","dynamiser"
"dynamisé","dynamiser"
"dynamisée","dynamiser"
"dynamisées","dynamiser"
"dynasties","dynastie"
"dysfonctionnements","dysfonctionnement"
"dâction","daction"
"déballa","déballage"
"déballages","déballage"
"déballai","déballage"
"déballaient","déballage"
"déballais","déballage"
"déballait","déballage"
"déballant","déballage"
"déballe","déballage"
"déballent","déballage"
"déballer","déballage"
"déballera","déballage"
"déballez","déballage"
"déballons","déballage"
"déballèrent","déballage"
"déballé","déballage"
"déballée","déballage"
"déballées","déballage"
"déballés","déballage"
"débardages","débardage"
"débardaient","débardage"
"débarder","débardage"
"débardeur","débardage"
"débardeurs","débardage"
"débardée","débardage"
"débarqua","débarquement"
"débarquai","débarquement"
"débarquaient","débarquement"
"débarquais","débarquement"
"débarquait","débarquement"
"débarquant","débarquement"
"débarque","débarquement"
"débarquements","débarquement"
"débarquent","débarquement"
"débarquer","débarquement"
"débarquera","débarquement"
"débarquerai","débarquement"
"débarqueraient","débarquement"
"débarquerait","débarquement"
"débarqueras","débarquement"
"débarquerez","débarquement"
"débarquerons","débarquement"
"débarqueront","débarquement"
"débarques","débarquement"
"débarquez","débarquement"
"débarquiez","débarquement"
"débarquions","débarquement"
"débarquons","débarquement"
"débarquâmes","débarquement"
"débarquèrent","débarquement"
"débarqué","débarquement"
"débarquée","débarquement"
"débarquées","débarquement"
"débarqués","débarquement"
"débarrassa","débarrasser"
"débarrassai","débarrasser"
"débarrassaient","débarrasser"
"débarrassais","débarrasser"
"débarrassait","débarrasser"
"débarrassant","débarrasser"
"débarrasse","débarrasser"
"débarrassent","débarrasser"
"débarrassera","débarrasser"
"débarrasserai","débarrasser"
"débarrasserais","débarrasser"
"débarrasserait","débarrasser"
"débarrasseras","débarrasser"
"débarrasserez","débarrasser"
"débarrasserons","débarrasser"
"débarrasseront","débarrasser"
"débarrasses","débarrasser"
"débarrassez","débarrasser"
"débarrassiez","débarrasser"
"débarrassons","débarrasser"
"débarrassât","débarrasser"
"débarrassèrent","débarrasser"
"débarrassé","débarrasser"
"débarrassée","débarrasser"
"débarrassées","débarrasser"
"débarrassés","débarrasser"
"débat","débattre"
"débats","débattre"
"débattaient","débattre"
"débattais","débattre"
"débattait","débattre"
"débattant","débattre"
"débatte","débattre"
"débattent","débattre"
"débattez","débattre"
"débattiez","débattre"
"débattions","débattre"
"débattirent","débattre"
"débattis","débattre"
"débattit","débattre"
"débattons","débattre"
"débattra","débattre"
"débattraient","débattre"
"débattrais","débattre"
"débattrait","débattre"
"débattrons","débattre"
"débattu","débattre"
"débattue","débattre"
"débattues","débattre"
"débattus","débattre"
"débattît","débattre"
"débita","débiter"
"débitai","débiter"
"débitaient","débiter"
"débitais","débiter"
"débitait","débiter"
"débitant","débiter"
"débitants","débiter"
"débite","débiter"
"débitent","débiter"
"débitera","débiter"
"débiterai","débiter"
"débiterait","débiter"
"débites","débiter"
"débiteurs","débiteur"
"débitez","débiter"
"débitrice","débiteur"
"débits","débit"
"débité","débiter"
"débitée","débiter"
"débitées","débiter"
"débités","débiter"
"déblaie","déblayer"
