x,y,label
-23.116787,50.759098,Réaliser des fiches techniques de préparations culinaires
-22.93673,51.003685,Conception de prestations culinaires
-22.87749,51.2552,Génie culiniare
-23.395332,51.383904,Principes de nutrition et de diététique
-22.65848,51.222588,Redéfinir un menu selon les attentes des clients
-23.036865,50.897854,Déterminer les doses de produits dans une recette
-22.7048,51.121433,Concevoir un menu selon une prescription médicale
-22.70465,51.259544,Concevoir un menu
-22.796808,50.703487,"Adapter des menus selon les besoins d'une structure, les impératifs budgétaires et des spécificités du public"
-22.873863,51.132435,Elaborer des nouvelles recettes
-30.959484,49.64585,Modes de conservation des produits alimentaires
-30.549028,50.24103,Modes de cuisson des aliments
-33.93302,50.011803,Cuisiner des plats pour des enfants
-34.011837,50.065666,Cuisiner des plats pour des personnes âgées
-33.951523,50.021465,Cuisiner des plats pour des personnes médicalisées
-30.796686,49.244366,Techniques de liaison chaude/froide
-32.486107,51.594845,Appréciation gustative
-30.49317,49.465347,Procédures de la marche en avant
-30.308683,49.92916,Procédures de cuisson sous vide
-35.265354,51.81704,Cuisiner des spécialités régionales françaises
-34.705307,49.189945,"Préparer les viandes et les poissons (brider, barder, vider, trancher, ...)"
-29.855175,48.88779,"Utilisation d'outils tranchants (couteaux, hachoirs, ...)"
-29.971214,49.03737,"Utilisation de four (à chaleur tournante, à air pulsé, ...)"
-30.00257,49.90151,Utilisation de plaques de cuisson
-32.242706,49.227707,"Préparer des plats simples (salades, assiette de crudités, de fromages, desserts, ...)"
-29.86768,48.898064,Utilisation de four à commandes numériques
-33.34791,49.650845,Dressage de plats
-32.849945,49.06801,Préparer et/ou réchauffer des pains
-32.489967,47.663292,Types de pâtes à pizza
-32.337776,47.604786,Types de pétrissage de la pâte
-31.021181,47.92137,Techniques de mise en forme des disques de pizzas
-32.378124,47.69828,Types de pâtes à crêpe
-32.08463,47.705975,Techniques de tournage de pâte à crêpe
-31.450819,48.511982,Techniques de pliage de crêpe
-32.682312,49.147247,"Préparer des crêpes (salées, sucrées)"
-32.85802,49.316086,Préparer des salades
-32.072414,49.081608,"Préparer, assembler des desserts simples"
-31.583408,48.993073,"Préparer, assembler des entrées (crudités, charcuterie, ...)"
-31.26047,48.311596,"Préparer, servir et débarrasser les plateaux-repas, collations ou éléments de confort à bord"
-31.876862,49.80414,"Préparer les aliments (épluchage, lavage, ...) ou réaliser le repas de la personne"
-32.069656,49.384712,Réaliser des préparations culinaires simples
-30.930517,49.36995,Réaliser des techniques de préparation culinaire en collectivité
-32.224277,49.738625,Préparer un plateau repas
-34.410904,50.091564,Cuisiner des préparations culinaires
-33.9552,51.812313,Cuisine africaine
-33.94185,51.774498,Cuisine chinoise
-33.95071,51.798325,Cuisine indienne
-33.917633,51.748917,Cuisine japonaise
-33.98839,51.82651,Cuisine orientale
-34.024933,51.886646,Cuisine espagnole
-33.96476,51.799812,Cuisine nord-américaine
-33.957264,51.76078,Cuisine libanaise
-33.93589,51.78162,Cuisine du monde
-33.973927,51.788017,Cuisine italienne
-33.92238,51.71009,Cuisine thaïlandaise
-34.008957,51.895542,Cuisine créole
-33.944183,51.73905,Cuisine vietnamienne
-30.026047,48.915184,"Utilisation d'équipements, matériels et outillages de cuisine"
-34.676994,49.479065,Cuisiner des viandes
-34.55832,49.78564,Cuisiner des sauces
-33.918434,51.68353,Cuisine sud-américaine
-32.825207,49.40253,Préparer des desserts
-30.779474,49.24776,Apprêter les matières premières
-32.67747,50.51242,Préparations culinaires de base
-32.641075,50.70007,Termes culinaires de base
-32.021633,50.630672,Valoriser des produits culinaires
-32.038815,50.45122,Production culinaire
-33.05912,49.540325,Préparer des plats cuisinés
-34.962444,49.086964,"Cuire des viandes, poissons ou légumes"
-31.458384,51.299187,Doser des ingrédients culinaires
-31.534925,51.00351,Mélanger des produits et ingrédients culinaires
-33.104115,49.60525,Dresser des plats pour le service
-32.039566,50.81677,Décorer des produits culinaires
-35.139156,49.333008,Éplucher des légumes et des fruits
-32.41123,47.851242,Étaler une pâte à crêpe
-32.666042,47.77705,Former une pâte à pizza
-31.343906,49.134346,Réaliser une garniture alimentaire
-33.706074,48.107807,Cuire une pizza au four
-33.283936,48.92523,Préparer des boissons chaudes ou froides
-32.67886,47.88333,Préparer des pâtes fraîches
-32.81352,49.254555,Préparer des sandwichs
-30.92827,49.235798,Préparer un plan de travail
-33.612904,51.337837,Préparer des ustensiles de cuisine
-30.386393,49.142284,Mettre en marche des équipements de cuisine
-32.82893,48.740276,"Préparer des beignets, gaufres ou churros"
-32.876774,49.460133,Préparer des plats traiteur
-32.993717,47.52528,Réserver une pâte
-32.016438,50.26511,Superviser la préparation des aliments
-33.05094,49.527912,Contrôler le dressage des plats
-32.03109,50.34518,Superviser la préparation des produits culinaires
-31.186398,48.64369,Réaliser la finition d'un plat
-32.0352,47.850407,Réaliser des pâtes de base
-32.001186,49.960186,Réaliser des préparations culinaires à partir de viandes
-31.703115,50.300972,Cuire des produits alimentaires
-35.01033,49.417576,"Cuisiner des légumes, des fruits"
-35.15568,51.865005,Cuisine des spécialités régionales françaises
-20.482323,44.0654,"Renseigner le client sur la composition des produits (salades, sandwichs, ...) et enregistrer sa commande"
-20.49392,44.052395,"Remettre la commande au client (service à l'assiette, emballage à emporter, plateau, ...)"
-20.666225,44.35435,Prendre la commande des clients
-20.096813,44.8347,Techniques de port de plateaux/plats
-19.88901,44.888664,Techniques de service à l'assiette
-20.788506,45.253345,"Enregistrer les réservations et actualiser le plan d'occupation des tables, des salles du restaurant"
-20.920761,45.019608,"Accueillir le client à son arrivée au restaurant, l'installer à une table et lui présenter la carte"
-21.120628,44.47053,"Conseiller le client dans ses choix de plats selon ses goûts, les suggestions du jour et prendre sa commande"
-20.153343,44.658695,"Organiser et contrôler le service en salle (dressage des tables, liaison salle-cuisine, ...)"
-19.950983,44.954178,Techniques de service des plats
-20.07773,45.45016,Techniques de dressage de table
-20.36652,44.84025,Association mets/vins
-20.223497,44.351185,Renseigner les clients sur les services de l'établissement
-20.438984,44.761448,Réaliser la mise en place de la salle et de l'office
-20.111467,45.60881,Dresser les tables
-20.300434,44.92272,Utilisation de matériel de bar
-20.864302,44.614063,Conseiller des clients sur l'association de mets et boissons
-20.124172,45.842915,Débarrasser une table
-20.121454,44.810844,Réaliser un service au bar
-20.069216,44.74244,Réaliser un service en salle
-20.057703,45.12079,Techniques de service plat sur table
-19.953049,44.735508,Techniques de service à l'anglaise
-19.934692,44.709103,Techniques de service à la russe (au guéridon)
-20.003668,44.708366,Techniques de service à la française
-19.952791,44.93463,Techniques de service à l'assiette clochée
-19.423418,44.96552,Effectuer des opérations de finition des plats
-19.717703,44.80582,Réaliser des opérations de flambage
-20.047544,45.087017,"Effectuer le service de plats à table selon les techniques spécifiques (à l'assiette, à la française, à l'anglaise, ...)"
-20.04777,45.087055,"Effectuer le service de plats à table selon des techniques spécifiques (à l'assiette, à la française, à l'anglaise, ...)"
-24.7369,43.954655,Spécificités de stockage des vins
-25.320942,44.013557,Sommellerie
-24.904585,43.93845,Caractéristiques des vins
-24.950062,43.94385,Législation des vins et spiritueux
-24.855183,43.92359,Caractéristiques des alcools
-24.048262,44.05445,"Concevoir la carte des vins et des boissons selon le type de cuisine, la situation géographique"
-23.90849,44.061,"Présenter la carte des vins, conseiller les clients et prendre la commande"
-23.885813,44.061295,"Préparer le vin sélectionné (mise en température, décantation, ...), choisir la verrerie adaptée et servir le client"
-24.77546,44.009674,Histoire des vignobles
-24.62271,43.978962,"Techniques de service des vins (décantation, aération, ...)"
-24.808386,43.975353,Techniques de conservation des vins
-23.828453,44.073013,Conseiller les clients sur un choix de vin selon les plats choisis et effectuer le service
-24.194725,43.973236,"Sélectionner et acheter des vins auprès de viticulteurs, grossistes, ..."
-24.802498,43.96619,Choisir les vins
-24.626656,43.974052,Gérer une cave à vins
-25.061405,43.923542,Appréciation sensorielle des vins
-24.273954,44.00619,Déterminer le prix de vente d'un vin
-24.472841,43.954624,Organiser une cave selon les caractéristiques des bouteilles
-16.69187,15.043129,Perception des volumes
-16.334076,15.073774,Utilisation de palette graphique
-15.229406,15.081681,"Dessiner des avant-projets (roughs, croquis) à partir du concept, des thèmes définis"
-16.563278,15.352089,Rough/dessin d'expression
-15.55729,15.0367155,"Réaliser des travaux de maquettes, prototypes"
-15.242238,14.529702,Utilisation de centre d'usinage / prototypage rapide
-16.434736,16.083885,Techniques de modelage
-16.337006,15.113096,Design de communication
-15.552933,15.488869,Apporter des solutions esthétiques et techniques à un projet
-16.3574,14.938455,UX/UI Design
-15.88374,14.878177,Concevoir l'emballage d'un produit ou d'une gamme
-15.492286,15.307739,"Evaluer la conformité artistique et technique de modèles, prototypes"
-16.000153,14.962975,Réaliser des designs industriels
-16.26699,14.537077,Design transports aérien et maritime
-15.597896,15.0385895,"Présenter une maquette, prototype à un client"
-16.297482,14.893632,Design informationnel
-16.962261,17.676065,Dessin de détail
-16.80243,17.632011,Dessin industriel
-16.641998,17.659546,Techniques de dessin
-17.137033,18.462208,Tracé de croquis
-16.741606,17.708708,Lecture de dessins techniques
-16.629992,17.537703,Dessin d'ensemble
-15.130411,16.55954,"Identifier la demande et réaliser les ébauches, schémas de pièces, systèmes, sous-ensembles ou ensembles"
-15.366056,17.41097,Réaliser des plans de locaux ou de lieux
-15.970968,16.764927,"Réaliser des dessins, des gabarits et des cotations (dimension, géométrie, tolérance) de pièces, outils, outillages"
-15.8611965,17.099442,Concevoir un dossier d'exécution
-15.69295,17.133776,Réaliser des plans d'outillages non métalliques
-16.96724,17.703056,Dessin technique
-15.332753,17.440456,Réaliser des plans d'infrastructures et de réseaux divers
-15.04925,17.539217,Mettre à jour des plans d'infrastructures et de réseaux divers
-16.120287,17.610172,Tracer un plan d'exécution
-15.63424,16.887548,Traduire graphiquement un projet
-17.244621,17.10012,Dessiner de nouveaux motifs
-16.401178,17.83581,Réaliser un croquis ou schéma de solutions techniques
-16.178085,17.233047,Réaliser les dessins de définition d'un produit
-16.223783,17.242025,Réaliser des dessins d'ensembles mécaniques
-17.036737,18.414051,Tracer les plans ou croquis d'un ouvrage
-14.513519,17.191216,Restituer des informations géographiques par une cartographie à thèmes
-15.944105,17.562677,"Réaliser les dessins, plans et schémas de documents techniques"
-16.074677,18.382303,Retoucher des illustrations de documents techniques
-15.508874,17.269653,Réaliser le schéma d'une installation énergétique
-16.386497,17.428097,Réaliser les détails de dessins industriels
-15.793904,17.606092,Réaliser un plan de récolement
-15.499195,17.721174,Inclure des réservations dans un bâtiment
-16.330688,17.422197,Réaliser des dessins techniques pour un réseau aérien
-16.425571,17.425798,Réaliser des dessins techniques pour un réseau sous-terrain
-16.848963,18.14156,"Réaliser un croquis, un dessin de pièce"
-15.348179,16.803953,Relever les mesures de pièces ou de leur implantation
-15.859307,17.270548,Réaliser un dessin technique coté et exploitable
-15.541447,17.403097,Réunir des données techniques pour la réalisation de plans
-15.558844,17.25294,Réaliser le schéma d'une installation existante
-15.712313,17.707499,Réaliser des plans de réservations
-15.845556,17.440353,"Réaliser des plans de détails (armoire électrique, vanne, équipements sanitaires..)"
-15.357762,17.450687,Réaliser des plans de génie climatique
89.590614,12.894055,Techniques d'expertise de biens
88.37529,13.641581,Procédure de saisine d'une juridiction
90.58457,15.368799,"Vérifier l'authenticité de documents, de titres de propriété ou l'exactitude d'un inventaire"
88.64501,15.188163,Pratiques de la plaidoirie
88.95646,14.235892,"Relations juridiques de crédit, de travail et de contentieux"
88.915344,14.183442,Terminologie juridique
88.34397,11.723701,Représenter les créanciers d'une société lors d'une procédure de redressement judiciaire
91.2535,12.8699255,"Réceptionner et enregistrer un dépôt de règlements de jeux (loto sportif, loterie, ...)"
88.96483,14.322855,Elaborer un dossier de contentieux
89.904526,14.072408,Etablir un constat
90.367744,15.261978,Etablir une attestation d'authenticité
90.339806,12.904315,Processus de consultation des entreprises
90.29878,12.918476,Conseiller des clients et collaborateurs sur des questions d'ordre juridique
89.03759,13.720533,Rédiger des actes / procédures juridiques
90.81947,11.504269,Accomplir des démarches auprès d'organismes publics ou privés pour le compte de clients
89.8775,14.271481,Etablir un procès-verbal
89.53598,12.469376,Principes de la responsabilité civile
89.69155,12.90074,Environnement économique et juridique de l'activité
89.00564,14.209431,"Traiter des dossiers de contentieux (litiges, réclamations ...)"
89.71959,13.01528,Protéger une innovation
89.02047,13.612443,Traiter des actes de procédure
89.373856,14.208136,Rédiger une assignation
90.77016,11.648333,Accomplir les formalités nécessaires aux procédures juridiques auprès de services compétents
88.492615,11.608065,Assister un chef d'entreprise dans le cadre d'une procédure de redressement judiciaire
88.44971,11.535625,Remplacer des chefs d'entreprise dans le cadre de procédures de redressement judiciaire
87.42342,12.483466,"Assister un magistrat lors d'audiences (retranscription, compte-rendus)"
89.47192,13.634063,Modalités de traitement des litiges
90.38892,15.24214,Conférer l'authenticité d'un acte
91.54961,12.291433,"Constater des faits, des accidents de la circulation"
87.444016,13.408111,Assister à une autopsie
88.746826,15.035799,Constituer des dossiers de plaidoirie
89.882126,12.100678,Décider d'une solution de compromis dans une médiation
89.475975,11.321528,Défendre l'intérêt public
87.97727,12.346764,Mener une enquête judiciaire
88.13808,12.479651,Conduire une information judiciaire
88.81734,14.139116,Gestion juridique des contentieux
88.712234,14.197501,Gestion juridique des précontentieux
89.10383,13.939813,Rédaction d'actes juridiques
88.131584,12.717025,Procédure civile judiciaire
89.16071,12.977746,Protection de l'enfance
90.44338,13.040501,Etablir un Dossier de Consultation des Entreprises (DCE)
89.64664,13.933989,Etablir un montage juridique
90.10516,13.098208,Déterminer les besoins juridiques d'un client
90.30698,12.52268,Déterminer les délais de procédures d'exécution
88.57995,12.677222,Analyser une procédure de traitement judiciaire
87.99648,12.601193,Procédures de liquidation judiciaire
89.96788,12.848435,Expliquer à des personnes non averties des règles juridiques
88.8136,13.801175,Engager une procédure de contentieux
88.70104,13.951636,Suivre des procédures de contentieux
91.34797,14.195526,"Recueillir et instruire des requêtes/plaintes de professionnels (salariés, employeurs)"
91.44241,13.649357,"Auditionner des parties, témoins"
91.32285,13.536778,Collecter des preuves en vue d'une affaire juridique
91.68698,14.001381,"Instruire des affaires civiles, pénales et administratives"
90.25128,12.998752,Conseiller un client sur des questions d'ordre juridique
87.78543,12.372065,Participer à une audience judiciaire
89.45725,11.053718,Représenter une personne auprès de tribunaux ou de mairies
89.442856,11.324013,Défendre les intérêts d'une personne
86.99753,14.461645,Intervenir dans le cadre d'une curatelle
87.952736,14.1310625,Dispositifs de curatelle
87.80414,14.206612,Dispositifs de tutelle
86.98541,14.465972,Intervenir dans le cadre d'une Tutelle
90.65383,12.952764,Réaliser une mise sous scellés
87.87142,12.169041,Effectuer des investigations et enquêtes judiciaires
90.71294,14.023514,Recevoir la demande des plaignants
90.60016,13.9259,Traiter la demande des plaignants
90.861305,13.409254,Recevoir un mandat de gestion des affaires de clients
90.59197,14.4843445,Signifier et éxécuter des décisions de justice et des actes notariés
91.93118,12.813645,Remettre des actes et jugements en lieu et place d'un huissier
89.863655,12.453929,Apporter des conseils sur des procédures de résolution de litiges
90.40037,14.120699,Représenter des clients devant la justice
90.65148,10.559214,Rédiger des procès-verbaux de séance du conseil municipal ou régional
90.65476,10.520225,Diffuser des délibérations de séance du conseil municipal ou régional
89.74506,13.080367,Superviser l'action de conseils juridiques
89.94559,12.809484,Veiller à la sécurité juridique d'une entreprise
89.59133,11.515178,Défendre les intérêts d'une entreprise lors d'opérations financières et juridiques
87.616844,12.180824,Veiller au déroulement d'audiences judiciaires
90.61715,12.2107315,Contrôler la conformité d'application de prescriptions légales
88.496086,13.655799,Procédure de conciliation
88.352486,13.555582,Procédure de sauvegarde
91.392365,12.565664,Constater des dégâts matériels
90.567726,12.807082,Réaliser le suivi d'une aide juridictionnelle
89.877045,18.068651,Droit notarial
89.82798,17.42745,Typologie des actes notariés
89.83084,17.581505,Utilisation d'une clé REAL
89.8004,17.474566,Etablir le bilan patrimonial d'un client
89.80086,17.448536,Analyser la situation financière d'un client
89.80808,17.579159,Etude patrimoniale
89.80746,17.503424,Suivre des dossiers de succession client
89.82298,17.626247,Préparer la taxation d'un acte notarial
89.80256,17.412342,Evaluer le montant des frais de notaire
89.816,17.57473,Analyser un patrimoine successoral
104.66556,12.700686,Code des marchés publics
104.61909,12.710647,Code de santé publique
103.69133,11.321138,Réglementation du transport de matières et produits dangereux
104.282364,12.410294,Réglementation bancaire
103.90657,12.7514105,Spécificités juridiques des professions libérales
104.448975,12.505875,Réglementation du contentieux
104.38655,12.433906,Réglementation de la copropriété
103.84696,12.316513,Réglementation du commerce électronique
104.04625,11.992023,Réglementation liée aux véhicules
104.80624,11.791694,Réglementation des jeux et loteries
103.97591,12.308008,"Réglementation du commerce international (Incoterms, ...)"
102.634834,12.806587,Cahier des Clauses Techniques Particulières -CCTP-
104.277626,12.121724,Réglementation du transport
104.02829,11.85644,Réglementation du transport de marchandises
103.94166,11.983108,Réglementation du transport de personnes
104.454,12.2037945,Réglementation des douanes
104.06168,13.284068,Charte des droits du patient
104.72849,12.790217,Code de procédure pénale
104.76587,11.567735,Réglementation des amendes et des condamnations pécuniaires
104.61212,12.842791,Procédure pénale
103.86766,12.02475,Réglementation des plis spécifiques
105.18528,12.78901,Code de l'aviation civile
103.44702,11.111241,Réglementation Association Internationale du Travail Aérien -IATA- et matières dangereuses
104.42292,12.120354,Réglementation portuaire
104.398926,11.282894,Réglementation de la navigation fluviale
103.88323,11.702783,Réglementation du transport en convoi exceptionnel
105.02483,12.460335,Code de circulation ferroviaire
104.0825,12.695123,Ingéniérie contractuelle
103.40306,12.129568,Directives Techniques Piscines (DTP)
103.18828,12.412429,Vérifier les conditions d'exécution d'un contrat
103.64227,12.29061,Règles de propriété industrielle
103.53343,13.3269205,Propriété littéraire et artistique
103.301834,12.024303,Réglement Général européen sur la Protection des Données (RGPD)
104.62169,12.621695,Code du travail
104.16745,13.005133,Principes de la responsabilité pénale
103.953255,12.417243,Réglementation sociale européenne (R.S.E)
102.93452,12.691085,Cahier des Clauses Administratives Particulières (CCAP)
104.15382,12.342648,Règles pénitenciaires européennes
103.440994,12.031559,Règlementation de l'information et de la protection des consommateurs
104.657074,12.729411,Codes des marchés privés
103.44922,12.183815,Suivre les évolutions réglementaires liées à une activité
91.433586,29.524496,Droit forestier
91.81915,29.212952,Droit rural
92.207436,26.773756,Droit maritime
94.174,27.291092,Annexes Convention de Washington (CITES)
91.74287,27.870434,Droit des assurances
93.81179,28.959171,Droit de la sécurité sociale
92.31131,28.092686,Droit commercial
92.77698,28.33512,Droit du travail
93.833,27.671347,Droit du commerce international
91.928505,29.076374,Droit civil
93.5781,28.167963,Droit du patrimoine professionnel
91.46927,27.642231,Droit immobilier
91.756615,30.332914,Droit de l'urbanisme et de la construction
92.99504,26.9555,Droit de la propriété intellectuelle
92.64716,28.6604,Droit de l'information
92.26202,28.471813,Droit public
90.82665,28.412933,Droit cambiaire
92.423225,28.354538,Droit administratif
91.44761,28.745342,Droit constitutionnel
91.27781,28.524555,Droit pénal
91.991714,28.394007,Droit privé
91.88577,27.983337,Droit des sociétés
92.444244,27.977833,Droit européen
91.11444,27.822813,Droit fiscal
92.1041,28.3946,Droit économique
92.245125,28.0605,Droit des affaires
91.97019,27.843912,Droit de la concurrence
94.125,28.345709,Droit de l'environnement et du développement durable
94.28908,29.170126,Droit des personnes handicapées
92.308525,28.176262,Droit général
92.061295,27.338356,Droit de la consommation
93.21188,28.81946,Droit social
90.83311,28.66711,Droit judiciaire
93.616844,26.954395,Droit des contrats spéciaux
91.914276,28.267023,Droit des obligations
92.2165,27.778614,Droit de propriété
91.89868,28.63355,Droit communautaire
91.733055,30.293629,Droit de l'urbanisme
91.21725,27.229769,Droit des biens
92.86572,29.647732,Droit des collectivités locales
92.637535,27.577173,Droit des transports
92.72636,28.811474,Droit du Numérique
93.5961,27.48109,Droit des contrats à l'international
92.78016,27.46282,Droit de la famille
91.439705,28.17283,Droit des successions
92.2628,28.197489,Droit de la responsabilité
92.79204,28.468306,Droit de l'environnement
93.20145,29.464077,Droit des entreprises en difficulté
92.3331,28.259167,Droit des entreprises
92.11784,28.010012,Droit des marchés
94.13067,27.903772,Droit social international et européen
91.07203,27.980497,Droit des Hypothèques
92.54937,27.959484,Droit international
92.576645,26.443918,Législation sur le tabac
92.386566,28.198126,Droit à l'image
91.74916,26.833357,Droit de la presse
92.70208,28.565346,Droit de l'informatique
93.13177,26.92919,Droit de la propriété industrielle
92.788826,28.366716,Droit de la formation
94.61877,27.674757,Législation du commerce de détail de biens d'occasion
94.36635,27.661528,Mandat ad hoc
92.53261,27.811304,Droit des achats
93.87394,28.97508,Droit social individuel
93.91374,29.002438,Droit social collectif
94.45085,29.2478,Droit de l'enfant et protection des mineurs
39.201817,80.82087,"Présenter le texte pour avis, corrections, réécriture et apporter les modifications nécessaires"
39.83599,80.43745,Adapter et préparer un écrit
39.91737,80.228676,Concevoir des projets pour la presse
39.862675,80.7155,"Collecter et préparer les textes, illustrations"
39.790535,80.73265,"Concevoir la maquette, la mise en page, l'intégration des textes et le traitement des images"
39.999134,80.376816,"Contrôler les textes, les épreuves et la structure des livres, des ouvrages, de revues"
39.646633,80.575775,"Corriger, mettre au point des dossiers de fabrication et valider les textes, le Bon à Tirer"
40.010788,80.286125,Techniques éditoriales
39.594383,80.82073,"Concevoir la mise en page et enrichir le document (intégration texte, image, correction, ...) selon les règles typographiques et la charte graphique"
40.541782,80.065865,Repérer les annotations de l'éditeur et de l'auteur pour intervenir sur les documents
39.37338,81.620445,"Lire le texte et corriger les erreurs d'orthographe, de grammaire, de syntaxe et de typographie"
39.000874,80.71098,"Vérifier la fiabilité des dates, données scientifiques, historiques, citations et apporter les corrections nécessaires"
39.43934,80.771454,Corriger et annoter le document d'indications nécessaires à sa mise en page
39.195698,80.77644,Soumettre le document corrigé au commanditaire pour approbation
40.0241,81.30935,"Saisir le texte ou réaliser la maquette à partir du manuscrit, pré-projet, brouillon"
40.557022,80.52351,Restituer et mettre en forme les données géographiques pour l'édition cartographique
39.666813,80.64526,Corriger l'épreuve avant l'impression de l'oeuvre
39.962353,80.29058,"Contrôler les travaux de traduction et de terminologie (qualité, délai, relecture, correction)"
40.102203,81.25015,Réécrire du contenu ou du style de textes
39.731255,80.6037,Réaliser ou modifier la mise en page d'un document
39.973785,80.23723,Formats d'édition numérique
39.835434,80.43931,Corriger des documents avant édition
39.925827,80.35232,Mettre en forme des documents avant édition
39.834854,79.83232,Manuels scolaires et universitaires
39.455196,80.59684,Réaliser les corrections d'homogénéité de présentation
39.424194,80.56019,"Transmettre un article pour correction, impression et diffusion"
40.94899,79.65738,Intervenir dans le domaine d'édition de l'art
39.96578,81.08829,Ecrire un texte dans un genre littéraire spécifique
39.48369,71.946815,"Recueillir des informations préalables à l'écriture lors d'enquête, de recherche documentaire, d'interview, ..."
40.1351,72.46462,Littérature
40.924202,71.50623,Ecrire des bandes dessinées
40.875954,71.592094,"Ecrire des biographies, livres familiaux"
40.86324,71.51934,"Ecrire des carnets de voyage, aventures, explorations"
40.76195,71.70233,"Ecrire des critiques, essais"
40.80256,71.614044,"Ecrire des guides pratiques, dictionnaires, ..."
40.83909,71.56982,"Ecrire des légendes d'iconographies, livrets d'exposition (peintures, photographies, ...)"
40.794308,71.51825,"Ecrire des monographies et chroniques d'entreprises, de patrimoine, ..."
40.857742,71.659035,Ecrire des poésies
40.80271,71.68888,"Ecrire des romans, nouvelles, contes"
40.190884,72.4058,"Techniques d'écriture narrative, romanesque"
40.129,72.40841,Techniques d'écriture de dialogue
41.266182,72.40264,Registre dramatique
41.26286,72.39538,Registre « humour »
41.267715,72.42514,Registre « jeunesse »
41.262047,72.38462,Registre « policier »
41.25432,72.36959,Registre « science-fiction »
40.0798,72.461174,Techniques de versification
40.01154,72.53723,Sémantique
40.065964,72.41535,Concevoir un projet d'écriture
40.08897,72.48033,Écriture théatrale
40.40058,76.86697,"Suivre des projets d'édition avec les intervenants, auteurs, illustrateurs, imprimeurs, correcteurs"
42.604298,78.040726,Intervenir dans le domaine d'édition des bandes dessinées
42.417778,78.01769,"Intervenir dans le domaine d'édition juridique, organisation d'entreprise, société"
42.518986,78.04635,Intervenir dans le domaine d'édition scientifique
42.51834,78.04845,"Intervenir dans le domaine d'édition scolaire, universitaire"
42.502987,78.05106,"Intervenir dans le domaine d'édition technique, technologique"
40.731647,77.041855,Marché du livre
40.078327,77.3115,"Réaliser des supports de présentation d'ouvrages (couverture, plaquette, affiche, pages web)"
39.713932,77.38001,"Déterminer des solutions techniques, des modalités de fabrication et sélectionner des prestataires, des imprimeurs"
39.95218,77.341194,Définir et mettre en oeuvre la politique et les actions de promotion et de diffusion des ouvrages
41.217693,77.10776,"Diriger une ou plusieurs collections (romans, ouvrages scientifiques, ...)"
40.064293,77.33419,"Définir la politique éditoriale (collections, projets d'éditions, programme éditorial) et sa mise en oeuvre"
40.662174,77.79645,"Suivre et contrôler la fabrication d'un journal (signature bons à tirer, délais, réalisation, ...) jusqu'à sa diffusion"
40.75561,77.05333,Diriger une rédaction
39.17006,77.33003,Définir et arrêter avec un commanditaire les modalités d'une commande de préparation/correction de documents
40.772514,77.012314,Législation du livre
40.452778,76.110054,Rechercher des auteurs pour des traductions
40.424564,76.078445,"Rechercher des auteurs et sélectionner des ouvrages, textes, manuscrits"
40.694355,77.098564,Types de contrats d'édition
40.427223,77.088806,Elaborer une charte éditoriale
40.133194,77.34048,Définir une ligne éditoriale selon un type de support
40.133194,77.34048,Définir une ligne éditoriale selon le type de support
41.694576,77.500565,Contrôler les différentes étapes d'édition d'un ouvrage
41.646957,77.55496,Contrôler des travaux d'édition
40.27172,78.24376,Réaliser la maquette et la mise en forme d'un livre
40.276978,78.295105,Réaliser la maquette et la mise en forme d'un journal
42.499508,78.05341,"Intervenir dans le domaine d'édition de la vie pratique, loisirs"
42.552933,78.04289,Intervenir dans le domaine d'édition de la jeunesse
42.57273,78.052124,"Intervenir dans le domaine d'édition de la littérature, histoire"
34.502853,76.33806,Rédiger des correspondances pour le compte de particuliers ou d'entreprises
34.686054,76.21331,Rédiger des documents administratifs pour le compte de particuliers ou d'entreprises
34.866898,75.99334,"Rédiger les rapports, publications, mémoires des travaux de recherche"
34.207886,76.36199,Rédiger et faire publier des notes de conjonctures sectorielles ou des études sur de grandes entreprises
34.087414,75.30207,"Réaliser des documents d'explorations, d'exploitations de sols, sous-sols (cartes, coupes, sections sismiques, ...)"
35.91226,77.13134,Règles d'orthographe française
36.19234,75.75882,Élaboration de documents techniques
36.53487,75.771,Rédiger une notice technique
36.10369,76.65146,Rédaction de contenu web
36.03012,75.99514,Rédaction de documents commerciaux
35.292236,75.900375,Rédiger un rapport de laboratoire
35.30179,76.03822,Rédiger un compte rendu d'activité
35.330967,75.82303,Rédiger un rapport d'évaluation
35.2114,76.14437,Rédiger un compte rendu de réunion
36.725807,75.53584,Analyser la procurabilité de pièces pour des catalogues
36.534786,75.770935,Rédiger des notices techniques
35.933926,75.58048,Elaborer les documents d'une passation de marchés de travaux
36.706238,77.34863,Calibrage de texte
35.588226,76.54544,Rédiger un écrit professionnel
35.62418,76.394615,Rédiger des supports de communication interne
35.878117,76.76125,Sténotypie
36.18572,74.644714,Etablir un document d'exécution d'une prothèse ou d'une orthèse
35.188156,75.22092,Etablir un rapport d'étude
35.125828,75.23943,Etablir un rapport de recherche
35.043125,75.00881,Etablir un rapport d'inspection et de contrôle
35.23746,75.211784,Etablir un rapport de production
35.081764,75.08192,Etablir un rapport périodique d'activité
35.193447,75.143616,Etablir un rapport des actions de sécurité
35.586075,76.43025,"Rédiger des supports de communication externe (courrier, mailing etc.)"
36.666016,75.17715,Concevoir une nomenclature ou une codification
35.080757,77.71128,Retranscrire intégralement les propos d'un discours
